CANMORE ID,SITE NUMBER,SITE NAME,SITE TYPE,SITE EASTING,SITE NORTHING,COUNCIL,COUNTY,PARISH,NGR,URL,,,,ETRS89 Geodetic ( Decimal Degrees )
128098,NB54NW 18,"Lewis, Loch Ben Tearabert",Shieling Hut (Post Medieval)(Possible),152630,946110,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5263 4611,http://canmore.org.uk/site/128098,,,,"58.3334990999, -6.2276220006, 56.1557"
128099,NB54NW 19,"Lewis, Feadan Blar Leig A' Ghuirm",Shieling Hut (Post Medieval)(Possible),152340,946580,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5234 4658,http://canmore.org.uk/site/128099,,,,"58.3375452095, -6.2330650285, 56.1749"
128100,NB54NW 20,"Lewis, Loch Scarrasdale",Shieling Hut (Post Medieval)(Possible),150370,949870,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5037 4987,http://canmore.org.uk/site/128100,,,,"58.3658951693, -6.2701787358, 56.2776"
128101,NB54NW 21,"Lewis, Gob Hais",Shieling Hut (Post Medieval)(Possible),153660,949570,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5366 4957,http://canmore.org.uk/site/128101,,,,"58.3650699538, -6.2137777767, 56.1484"
128102,NB54NW 22,"Lewis, Cnoc An Eoin",Shieling Hut (Post Medieval)(Possible),152990,945230,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5299 4523,http://canmore.org.uk/site/128102,,,,"58.3258197855, -6.2205496397, 56.1257"
128103,NB54NW 23,"Lewis, Bhinndean",Shieling Hut (Post Medieval)(Possible),152900,945360,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5290 4536,http://canmore.org.uk/site/128103,,,,"58.3269335362, -6.2222211207, 56.1317"
128104,NB54NW 24,"Lewis, Loch Na Cloich",Shieling Hut (Post Medieval)(Possible),150580,948960,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5058 4896,http://canmore.org.uk/site/128104,,,,"58.3578644274, -6.2656141017, 56.2639"
128105,NB54NW 25,"Lewis, Na Botaichean",Shieling Hut(S) (Post Medieval)(Possible),150300,948800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 503 488,http://canmore.org.uk/site/128105,,,,"58.3562720092, -6.2702121265, 56.272"
128106,NB54NW 28,"Lewis, Muidhe","Enclosure(S) (Period Unassigned), Wall(S) (Period Unassigned)",154900,947500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5490 4750,http://canmore.org.uk/site/128106,,,,"58.347223699, -6.1904394486, 56.0724"
128107,NB54NW 26,"Lewis, Diridean",Enclosure (Period Unassigned),151700,948900,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5170 4890,http://canmore.org.uk/site/128107,,,,"58.3579628692, -6.2464634113, 56.2249"
128108,NB54NW 27,"Lewis, Gill South Tolsta",Building (Period Unassigned),154730,947670,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5473 4767,http://canmore.org.uk/site/128108,,,,"58.3486513821, -6.1935166101, 56.0822"
128109,NB54NW 31,"Lewis, New Tolsta","Head Dyke (Post Medieval), Township (Period Unassigned)",153400,948500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 534 485,http://canmore.org.uk/site/128109,,,,"58.3553397568, -6.2170643378, 56.1509"
128110,NB54NW 290,"Lewis, North Tolsta","Head Dyke (Post Medieval), Township (Period Unassigned)",153800,947500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5380 4750,http://canmore.org.uk/site/128110,,,,"58.3466075161, -6.2091800679, 56.1223"
128111,NB54NW 292,"Lewis, North Tolsta",Township (Period Unassigned),153900,947300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 539 473,http://canmore.org.uk/site/128111,,,,"58.3448722286, -6.2072629723, 56.115"
128112,NB54NW 293,"Lewis, North Tolsta",Smithy (Period Unassigned),153620,947010,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5362 4701,http://canmore.org.uk/site/128112,,,,"58.3421174807, -6.2117231937, 56.1251"
128113,NB54NW 294,"Lewis, North Tolsta",Shieling Hut(S) (Post Medieval)(Possible),153450,947380,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5345 4738,http://canmore.org.uk/site/128113,,,,"58.3453360463, -6.2150145452, 56.137"
128114,NB54NW 295,"Lewis, North Tolsta",Shieling Hut(S) (Post Medieval)(Possible),153560,947230,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5356 4723,http://canmore.org.uk/site/128114,,,,"58.3440543188, -6.2129803142, 56.1299"
128115,NB54NW 296,North Tolsta,"Building(S) (Period Unassigned), Enclosure(S) (Period Unassigned)",153490,947920,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5349 4792,http://canmore.org.uk/site/128115,,,,"58.3501953099, -6.2149104094, 56.1412"
128116,NB54NW 30,"Lewis, New Tolsta, Allt Na Buaile Gallanaich",Mill (Period Unassigned),153440,949070,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5344 4907,http://canmore.org.uk/site/128116,,,,"58.3604677378, -6.2169926043, 56.1541"
128117,NB54NE 1,"Lewis, Tolsta Head","Boundary Dyke (Period Unassigned), Enclosure(S) (Period Unassigned)",155500,947100,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5550 4710,http://canmore.org.uk/site/128117,,,,"58.3439756716, -6.1797928834, 56.0395"
128118,NB54NE 2,"Lewis, Tolsta Head",Enclosure (Period Unassigned),155070,946740,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5507 4674,http://canmore.org.uk/site/128118,,,,"58.34051111, -6.1867360098, 56.0546"
128119,NB54NW 32,"Lewis, New Tolsta, Allt Na Muilne",Mill (Period Unassigned),153300,949000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5330 4900,http://canmore.org.uk/site/128119,,,,"58.3597619722, -6.2193036799, 56.1602"
128120,NB54NW 33,"Lewis, New Tolsta, Allt Na Muilne",Mill (Period Unassigned)(Possible),153450,949130,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5345 4913,http://canmore.org.uk/site/128120,,,,"58.3610107824, -6.2168863815, 56.1541"
128121,NB53SW 14,"Lewis, Upper Bayble",Building (Period Unassigned),153400,931910,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5340 3191,http://canmore.org.uk/site/128121,,,,"58.2067401557, -6.1994022221, 55.9635"
128122,NB53SW 15,"Lewis, Lower Bayble",Enclosure (Period Unassigned),151970,931700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5197 3170,http://canmore.org.uk/site/128122,,,,"58.2040572309, -6.2234446098, 56.0256"
128123,NB53SW 16,"Lewis, Garrabost",Township (Period Unassigned),150900,933100,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5090 3310,http://canmore.org.uk/site/128123,,,,"58.2159938197, -6.2430981759, 56.0832"
128124,NB53SW 17,"Lewis, Druim Buidhe","Enclosure(S) (Period Unassigned), Township (Period Unassigned)(Possible)",154850,933750,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5485 3375,http://canmore.org.uk/site/128124,,,,"58.2240306936, -6.1767342893, 55.9215"
128125,NB53SW 18,"Lewis, Druim Falaisg",Farmstead (Period Unassigned)(Possible),154290,934800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5429 3480,http://canmore.org.uk/site/128125,,,,"58.2331242148, -6.1873520375, 55.9614"
128126,NB53SW 19,"Lewis, Garrabost",Enclosure (Period Unassigned),150660,932990,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5066 3299,http://canmore.org.uk/site/128126,,,,"58.2148728739, -6.2470538083, 56.0922"
128127,NB53SW 20,"Lewis, Garrabost",Enclosure (Period Unassigned),150630,933070,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5063 3307,http://canmore.org.uk/site/128127,,,,"58.2155724474, -6.2476487202, 56.0937"
128128,NB53SW 21,"Lewis, Garrabost",Enclosure (Period Unassigned),150530,933230,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5053 3323,http://canmore.org.uk/site/128128,,,,"58.2169489472, -6.2495175505, 56.099"
128129,NB53SE 30,"Lewis, Seisiadar","Head Dyke (Post Medieval), Mill(S) (Period Unassigned), Township (Period Unassigned), Township (Period Unassigned)",155200,934100,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5520 3410,http://canmore.org.uk/site/128129,,,,"58.2273604433, -6.1711603045, 55.9098"
128130,NB53SE 31,"Lewis, Seisiadar",Mill (Period Unassigned)(Possible),155750,933540,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5575 3354,http://canmore.org.uk/site/128130,,,,"58.2226492805, -6.161232792, 55.8741"
128131,NB53SE 32,"Lewis, Seisiadar",Mill (Period Unassigned)(Possible),155240,933580,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5524 3358,http://canmore.org.uk/site/128131,,,,"58.2227246545, -6.1699336848, 55.9001"
128132,NB53SE 4,"Lewis, Bagh A' Tuath",Shieling Hut (Post Medieval)(Possible),155550,933220,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5555 3322,http://canmore.org.uk/site/128132,,,,"58.2196719047, -6.164292063, 55.8798"
128133,NB53SE 5,"Lewis, Seisiader",Shieling Hut (Post Medieval)(Possible),155490,934810,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5549 3481,http://canmore.org.uk/site/128133,,,,"58.2338814543, -6.1669829779, 55.9049"
128134,NB53NE 3,"Lewis, Loch An Duin",Enclosure (Period Unassigned),155520,936250,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5552 3625,http://canmore.org.uk/site/128134,,,,"58.2467972213, -6.1679892103, 55.9191"
128135,NB53NE 4,"Lewis, Broker",Enclosure (Period Unassigned),155800,936660,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5580 3666,http://canmore.org.uk/site/128135,,,,"58.2506252761, -6.1636634209, 55.9111"
128136,NB53NE 5,"Lewis, Portnaguran",Enclosure(S) (Period Unassigned),155920,936950,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5592 3695,http://canmore.org.uk/site/128136,,,,"58.2532895812, -6.1619294294, 55.9089"
128137,NB53NE 6,"Lewis, Buaile Na Tobhta Glaise",Farmstead (Period Unassigned),155610,936330,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5561 3633,http://canmore.org.uk/site/128137,,,,"58.247563801, -6.1665443623, 55.916"
128138,NB53NE 7,"Lewis, Portnaguran","Head Dyke (Post Medieval), Township (Period Unassigned)",155780,937290,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5578 3729,http://canmore.org.uk/site/128138,,,,"58.2562575647, -6.1646662623, 55.9174"
128139,NB53NE 80,"Lewis, Aird","Head Dyke (Post Medieval), Township (Period Unassigned)",156000,936000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5600 3600,http://canmore.org.uk/site/128139,,,,"58.2448240292, -6.1595714192, 55.8945"
128140,NB53NE 81,"Lewis, Aird",Enclosure(S) (Period Unassigned),155870,935760,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5587 3576,http://canmore.org.uk/site/128140,,,,"58.2426021072, -6.1615276382, 55.8986"
128141,NB53NE 82,"Lewis, Aird",Enclosure(S) (Period Unassigned),155870,936400,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5587 3640,http://canmore.org.uk/site/128141,,,,"58.2483350816, -6.1622005658, 55.9048"
128142,NB53NE 9,"Lewis, Portvoller","Head Dyke (Post Medieval), Township (Period Unassigned)",156400,936600,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5640 3660,http://canmore.org.uk/site/128142,,,,"58.2504202194, -6.153405444, 55.8822"
128143,NB53SE 6,"Lewis, Seisiader",Structure(S) (Period Unassigned),155640,933200,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5564 3320,http://canmore.org.uk/site/128143,,,,"58.2195426522, -6.1627431455, 55.8744"
128175,NB55SW 29,"Lewis, Gleann Mor",Shieling Hut (Post Medieval)(Possible),151350,950570,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5135 5057,http://canmore.org.uk/site/128175,,,,"58.3727219194, -6.254230693, 56.2488"
128177,NB55SW 31,"Lewis, Airigh A' Ghlinn Mhoir",Shieling Hut(S) (Post Medieval),151670,950460,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5167 5046,http://canmore.org.uk/site/128177,,,,"58.3719181994, -6.2486565855, 56.2367"
133158,NB53SW 101,"Lewis, Lower Bayble",Township (Period Unassigned),152500,931600,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 525 316,http://canmore.org.uk/site/133158,,,,"58.2034592421, -6.2143451938, 56.0005"
133159,NB53SW 102,"Lewis, Lower Bayble",Township (Period Unassigned),152900,931300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 529 313,http://canmore.org.uk/site/133159,,,,"58.2009963257, -6.2072396506, 55.9765"
133160,NB53SW 103,"Lewis, Lower Bayble",Mill (Period Unassigned)(Possible),152260,930780,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5226 3078,http://canmore.org.uk/site/133160,,,,"58.1959795987, -6.2175452444, 55.9993"
133161,NB53SW 104,"Lewis, Lower Bayble",Mill (Period Unassigned)(Possible),152670,930820,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 5267 3082,http://canmore.org.uk/site/133161,,,,"58.1965679232, -6.2106323214, 55.9803"
136174,NB33NW 22,"Lewis, Feadan Leitir",Shieling Hut (Post Medieval)(Possible),133520,935520,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3352 3552,http://canmore.org.uk/site/136174,,,,"58.2274995437, -6.5407642952, 56.7495"
136177,NB33NE 20,"Lewis, Loch Mor An Stairr","Building (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",139700,938570,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3970 3857,http://canmore.org.uk/site/136177,,,,"58.2585045473, -6.4392835934, 56.5561"
136178,NB33NE 22,"Lewis, Loch Mor An Stairr",Shieling Hut(S) (Post Medieval)(Possible),139600,937940,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3960 3794,http://canmore.org.uk/site/136178,,,,"58.2528040991, -6.4402754762, 56.5588"
136179,NB33NE 23,"Lewis, Tom Nan Dearcag",Shieling Hut (Post Medieval)(Possible),137710,937920,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3771 3792,http://canmore.org.uk/site/136179,,,,"58.2515030959, -6.4723558864, 56.6276"
136180,NB33NE 24,"Lewis, Loch Nam Breac",Shieling Hut (Post Medieval)(Possible),138070,937840,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3807 3784,http://canmore.org.uk/site/136180,,,,"58.2510010809, -6.4661509654, 56.6147"
136190,NB33SW 16,"Allt A' Bhiorachain, Lewis",Shieling Hut (Post Medieval)(Possible),132610,933990,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3261 3399,http://canmore.org.uk/site/136190,,,,"58.2132501495, -6.5544492812, 56.7771"
136191,NB33SE 22,"Loch A' Chlachain, Lewis",Shieling Hut(S) (Post Medieval)(Possible),136800,932190,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3680 3219,http://canmore.org.uk/site/136191,,,,"58.1996539845, -6.4813255332, 56.6578"
136202,NB33NW 40,"Allt Airigh Sgridhe, Lewis",Shieling Hut(S) (Post Medieval)(Possible),134000,937380,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3400 3738,http://canmore.org.uk/site/136202,,,,"58.244442719, -6.5347473058, 56.734"
136203,NB33NW 41,"Airigh Sgridhe, Lewis",Shieling Hut(S) (Post Medieval)(Possible),134050,937800,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3405 3780,http://canmore.org.uk/site/136203,,,,"58.2482333, -6.5343793098, 56.731"
136204,NB33NE 2,"Lewis, Airigh A' Chreagain",Shieling Hut(S) (Post Medieval)(Possible),135260,935370,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3526 3537,http://canmore.org.uk/site/136204,,,,"58.2272052146, -6.5110613469, 56.7053"
136205,NB33NE 3,"Lewis, Airigh Garvaig",Shieling Hut(S) (Post Medieval)(Possible),136360,935480,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3636 3548,http://canmore.org.uk/site/136205,,,,"58.2288495434, -6.4925159166, 56.6718"
136206,NB33NE 4,"Lewis, Airigh Lite",Shieling Hut(S) (Post Medieval)(Possible),135560,936720,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3556 3672,http://canmore.org.uk/site/136206,,,,"58.2394727527, -6.5075057723, 56.6981"
136207,NB33NE 1,"Lewis, Loch Roisnavat",Shieling Hut(S) (Post Medieval)(Possible),139930,939510,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3993 3951,http://canmore.org.uk/site/136207,,,,"58.2670577356, -6.4364301865, 56.5476"
136208,NB33NE 5,"Lewis, Airigh Philip",Shieling Hut(S) (Post Medieval)(Possible),136930,936720,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3693 3672,http://canmore.org.uk/site/136208,,,,"58.2402930544, -6.4842444491, 56.6549"
136209,NB33NE 7,"Lewis, Gearraidh Airigh Bhradhad",Shieling Hut(S) (Post Medieval)(Possible),135760,937560,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3576 3756,http://canmore.org.uk/site/136209,,,,"58.2471138391, -6.5050657, 56.692"
136210,NB33NE 6,"Lewis, Airigh Fhionlaidh",Shieling Hut(S) (Post Medieval)(Possible),136650,937040,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3665 3704,http://canmore.org.uk/site/136210,,,,"58.2429909708, -6.4893615099, 56.6645"
136211,NB33NE 8,"Lewis, Allt Catriane",Shieling Hut(S) (Post Medieval)(Possible),136100,938000,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3610 3800,http://canmore.org.uk/site/136211,,,,"58.2512573588, -6.4997918394, 56.6827"
136212,NB33NE 9,"Lewis, Lag A Bhainne",Shieling Hut(S) (Post Medieval)(Possible),136960,938940,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3696 3894,http://canmore.org.uk/site/136212,,,,"58.2601886361, -6.4862507248, 56.6511"
136213,NB33NE 10,"Lewis, Ben Barvas",Shieling Hut(S) (Post Medieval)(Possible),136300,939300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3630 3930,http://canmore.org.uk/site/136213,,,,"58.2630170466, -6.4978724786, 56.6699"
136214,NB33NE 26,"Lewis, Loch Garvaig",Shieling Hut (Post Medieval)(Possible),137170,935150,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3717 3515,http://canmore.org.uk/site/136214,,,,"58.2263785717, -6.4783938597, 56.6449"
136215,NB33NE 25,"Lewis, Loch Garvaig",Shieling Hut (Post Medieval)(Possible),137380,935220,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3738 3522,http://canmore.org.uk/site/136215,,,,"58.2271305385, -6.4749085729, 56.6373"
136220,NB33SW 3,"Lewis, Loch Beag A' Chocair",Shieling Hut(S) (Post Medieval)(Possible),134280,934600,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3428 3460,http://canmore.org.uk/site/136220,,,,"58.2197212885, -6.5268140278, 56.7317"
136221,NB33SW 4,"Lewis, Loch Beag A' Chocair",Shieling Hut(S) (Post Medieval)(Possible),134080,934690,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3408 3469,http://canmore.org.uk/site/136221,,,,"58.2204064982, -6.5303106185, 56.737"
136227,NB33NW 24,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),133310,935680,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3331 3568,http://canmore.org.uk/site/136227,,,,"58.2288050277, -6.5445119492, 56.7544"
136230,NB33NW 27,"Lewis, Airigh Leitir",Shieling Hut(S) (Post Medieval)(Possible),134400,935650,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3440 3565,http://canmore.org.uk/site/136230,,,,"58.2291947255, -6.525977341, 56.7271"
136231,NB33SE 16,"Sidhean Mor, Lewis",Shieling Hut(S) (Post Medieval)(Possible),138240,933580,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3824 3358,http://canmore.org.uk/site/136231,,,,"58.2129571967, -6.4584655485, 56.6043"
136232,NB33SE 17,"Skidegro, Lewis","Enclosure(S) (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",138500,934500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3850 3450,http://canmore.org.uk/site/136232,,,,"58.2213494344, -6.4550882294, 56.596"
136233,NB33SE 18,"Sidhean Mor, Lewis",Shieling Hut (Post Medieval)(Possible),137900,933450,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3790 3345,http://canmore.org.uk/site/136233,,,,"58.2115911825, -6.464087818, 56.6175"
136234,NB33SE 19,"Sidhean Mor, Lewis",Shieling Hut (Post Medieval)(Possible),138320,933440,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3832 3344,http://canmore.org.uk/site/136234,,,,"58.211751076, -6.4569507385, 56.6023"
136235,NB33SE 20,"Abhainn A' Ghlinn Mhoir, Lewis",Enclosure (Period Unassigned),138890,934040,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3889 3404,http://canmore.org.uk/site/136235,,,,"58.2174616038, -6.4479531092, 56.5815"
136236,NB33SE 21,"Ben Hulabie, Lewis",Enclosure (Period Unassigned),136910,934470,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3691 3447,http://canmore.org.uk/site/136236,,,,"58.2201347335, -6.4820374377, 56.6528"
136241,NB33SW 8,"Lewis, Allt A' Bhiorachain",Shieling Hut(S) (Post Medieval)(Possible),132420,934070,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3242 3407,http://canmore.org.uk/site/136241,,,,"58.2138511403, -6.5577645783, 56.7817"
136244,NB33NE 12,"Lewis, Airigh Steinatotair",Shieling Hut(S) (Post Medieval)(Possible),137550,936090,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3755 3609,http://canmore.org.uk/site/136244,,,,"58.2350218459, -6.4730053886, 56.6322"
136245,NB33NE 13,"Lewis, Creagan An Fheidh",Shieling Hut(S) (Post Medieval)(Possible),139000,935970,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3900 3597,http://canmore.org.uk/site/136245,,,,"58.2348087223, -6.4482530091, 56.5794"
136246,NB33NE 14,"Lewis, Hogaraid","Enclosure(S) (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",139550,935300,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3955 3530,http://canmore.org.uk/site/136246,,,,"58.2291346951, -6.4381643746, 56.5573"
136247,NB33NE 15,"Lewis, Loch Nam Breac",Shieling Hut(S) (Post Medieval)(Possible),138140,937520,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3814 3752,http://canmore.org.uk/site/136247,,,,"58.2481773897, -6.4646010166, 56.6122"
136248,NB33NE 16,"Lewis, Airigh Tom Nan Dearcag",Shieling Hut(S) (Post Medieval)(Possible),137380,938400,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3738 3840,http://canmore.org.uk/site/136248,,,,"58.2556042976, -6.4785040851, 56.638"
136249,NB33NE 17,"Lewis, Loch Na Cartach",Shieling Hut(S) (Post Medieval)(Possible),137740,938700,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3774 3870,http://canmore.org.uk/site/136249,,,,"58.2585051353, -6.4727279048, 56.6248"
136250,NB33SW 5,"Lewis, Greeta River","Enclosure (Period Unassigned), Shieling Hut(S) (Post Medieval)(Possible)",132962,934634,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 32962 34634,http://canmore.org.uk/site/136250,,,,"58.219229296, -6.5492169345, 56.7659"
136251,NB33SW 6,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),133170,934180,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3317 3418,http://canmore.org.uk/site/136251,,,,"58.2152904877, -6.5451668258, 56.762"
136252,NB33SW 7,"Lewis, Greeta River",Shieling Hut(S) (Post Medieval)(Possible),133200,933870,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3320 3387,http://canmore.org.uk/site/136252,,,,"58.212533141, -6.5443023749, 56.7625"
136253,NB33NE 18,"Lewis, Abhainn Loch Na Cartach",Shieling Hut(S) (Post Medieval)(Possible),138230,938500,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3823 3850,http://canmore.org.uk/site/136253,,,,"58.2570059895, -6.4641778755, 56.608"
136254,NB33NE 19,"Lewis, Loch Mor An Stairr",Shieling Hut(S) (Post Medieval)(Possible),138870,939060,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3887 3906,http://canmore.org.uk/site/136254,,,,"58.2624005263, -6.453935936, 56.5843"
136255,NB33NE 21,"Lewis, Loch Mor An Stairr",Shieling Hut(S) (Post Medieval)(Possible),139530,938410,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3953 3841,http://canmore.org.uk/site/136255,,,,"58.2569712718, -6.441992096, 56.5617"
136256,NB33SE 10,"Lewis, Loch Mor A' Chocair",Shieling Hut(S) (Post Medieval)(Possible),135120,934530,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3512 3453,http://canmore.org.uk/site/136256,,,,"58.2196000581, -6.5124805338, 56.7089"
136257,NB33SE 11,"Loch Mor A' Chocair, Lewis",Shieling Hut(S) (Post Medieval)(Possible),135350,934380,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3535 3438,http://canmore.org.uk/site/136257,,,,"58.2183951439, -6.5084070102, 56.7023"
136258,NB33SE 12,"Loch Vatandip, Lewis",Shieling Hut(S) (Post Medieval)(Possible),135180,933580,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3518 3358,http://canmore.org.uk/site/136258,,,,"58.2111301383, -6.5103809523, 56.7079"
136259,NB33SE 13,"Loch Vatandip, Lewis",Shieling Hut(S) (Post Medieval)(Possible),135940,933680,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3594 3368,http://canmore.org.uk/site/136259,,,,"58.212481268, -6.4976010191, 56.6845"
136260,NB33SE 14,"Cnoc An Rathald, Lewis",Shieling Hut(S) (Post Medieval)(Possible),136250,933890,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3625 3389,http://canmore.org.uk/site/136260,,,,"58.2145471122, -6.4925796826, 56.6753"
136261,NB33SE 15,"Cnoc An Rathald, Lewis",Shieling Hut(S) (Post Medieval)(Possible),136560,933890,WESTERN ISLES,ROSS AND CROMARTY,STORNOWAY,NB 3656 3389,http://canmore.org.uk/site/136261,,,,"58.2147324331, -6.4873199314, 56.6648"
